"","Location","Music","Price","Sales","Income","Cost","Profit"
"1205","Park","Alternative",32,54,1728,1178,550
"1206","Park","Alternative",35,40,1400,1080,320
"1207","Park","Alternative",32,53,1696,1171,525
"1208","Park","Alternative",32,55,1760,1185,575
"1209","Park","Alternative",32,56,1792,1192,600
"1210","Park","Alternative",32,62,1984,1234,750
"1211","Park","Alternative",32,54,1728,1178,550
"1212","Park","Alternative",32,61,1952,1227,725
"1213","Park","Alternative",40,34,1360,1038,322
"1214","Park","Alternative",32,58,1856,1206,650
"1215","Park","Alternative",35,38,1330,1066,264
"1216","Park","Alternative",40,32,1280,1024,256
"1217","Park","Alternative",40,38,1520,1066,454
"1218","Park","Alternative",35,44,1540,1108,432
"1219","Park","Alternative",35,38,1330,1066,264
"1220","Park","Alternative",35,34,1190,1038,152
"1221","Park","Alternative",32,58,1856,1206,650
"1222","Park","Alternative",40,32,1280,1024,256
"1223","Park","Alternative",40,29,1160,1003,157
"1224","Park","Alternative",35,40,1400,1080,320
"1225","Park","Alternative",40,36,1440,1052,388
"1226","Park","Alternative",32,58,1856,1206,650
"1227","Park","Alternative",32,46,1472,1122,350
"1228","Park","Alternative",32,59,1888,1213,675
"1229","Park","Alternative",35,39,1365,1073,292
"1230","Park","Alternative",32,48,1536,1136,400
"1231","Park","Alternative",35,44,1540,1108,432
"1232","Park","Alternative",40,22,880,954,-74
"1233","Park","Alternative",32,64,2048,1248,800
"1234","Park","Alternative",35,42,1470,1094,376
"1235","Park","Alternative",32,60,1920,1220,700
"1236","Park","Alternative",35,34,1190,1038,152
"1237","Park","Alternative",40,33,1320,1031,289
"1238","Park","Alternative",40,21,840,947,-107
"1239","Park","Alternative",40,42,1680,1094,586
"1240","Park","Alternative",35,46,1610,1122,488
"1241","Park","Alternative",35,42,1470,1094,376
"1242","Park","Alternative",35,36,1260,1052,208
"1243","Park","Alternative",40,36,1440,1052,388
"1244","Park","Alternative",32,58,1856,1206,650
"1245","Park","Alternative",35,44,1540,1108,432
"1246","Park","Alternative",32,64,2048,1248,800
"1247","Park","Alternative",35,44,1540,1108,432
"1248","Park","Alternative",40,30,1200,1010,190
"1249","Park","Alternative",40,30,1200,1010,190
"1250","Park","Alternative",40,32,1280,1024,256
"1251","Park","Alternative",40,36,1440,1052,388
"1252","Park","Alternative",32,60,1920,1220,700
"1253","Park","Alternative",40,38,1520,1066,454
"1254","Park","Alternative",40,34,1360,1038,322
"1255","Park","Alternative",32,60,1920,1220,700
"1256","Park","Alternative",32,51,1632,1157,475
"1257","Park","Alternative",35,42,1470,1094,376
"1258","Park","Alternative",35,48,1680,1136,544
"1259","Park","Alternative",35,38,1330,1066,264
"1260","Park","Alternative",35,46,1610,1122,488
"1261","Park","Alternative",35,49,1715,1143,572
"1262","Park","Alternative",32,60,1920,1220,700
"1263","Park","Alternative",35,40,1400,1080,320
"1264","Park","Alternative",40,40,1600,1080,520
"1265","Park","Alternative",40,26,1040,982,58
"1266","Park","Alternative",32,52,1664,1164,500
"1267","Park","Alternative",40,32,1280,1024,256
"1268","Park","Alternative",35,37,1295,1059,236
"1269","Park","Alternative",40,34,1360,1038,322
"1270","Park","Alternative",32,56,1792,1192,600
"1271","Park","Alternative",32,66,2112,1262,850
"1272","Park","Alternative",40,32,1280,1024,256
"1273","Park","Alternative",32,58,1856,1206,650
"1274","Park","Alternative",35,52,1820,1164,656
"1275","Park","Alternative",40,40,1600,1080,520
"1276","Park","Alternative",40,34,1360,1038,322
"1277","Park","Alternative",40,38,1520,1066,454
"1278","Park","Alternative",32,60,1920,1220,700
"1279","Park","Alternative",35,44,1540,1108,432
"1280","Park","Alternative",32,57,1824,1199,625
"1281","Park","Alternative",35,44,1540,1108,432
"1282","Park","Alternative",35,42,1470,1094,376
"1283","Park","Alternative",40,42,1680,1094,586
"1284","Park","Alternative",35,40,1400,1080,320
"1285","Park","Alternative",35,50,1750,1150,600
"1286","Park","Alternative",40,38,1520,1066,454
"1287","Park","Alternative",35,40,1400,1080,320
"1288","Park","Alternative",40,33,1320,1031,289
"1289","Park","Alternative",40,33,1320,1031,289
"1290","Park","Alternative",40,30,1200,1010,190
"1291","Park","Alternative",32,56,1792,1192,600
"1292","Park","Alternative",32,57,1824,1199,625
"1293","Park","Alternative",32,56,1792,1192,600
"1294","Park","Alternative",35,39,1365,1073,292
"1295","Park","Alternative",32,64,2048,1248,800
"1296","Park","Alternative",35,50,1750,1150,600
"1297","Park","Alternative",32,57,1824,1199,625
"1298","Park","Alternative",40,30,1200,1010,190
"1299","Park","Alternative",32,58,1856,1206,650
"1300","Park","Alternative",35,48,1680,1136,544
"1301","Park","Alternative",40,38,1520,1066,454
"1302","Park","Alternative",32,48,1536,1136,400
"1303","Park","Alternative",35,41,1435,1087,348
"1304","Park","Alternative",40,30,1200,1010,190
"1305","Park","Alternative",35,42,1470,1094,376
"1306","Park","Alternative",32,60,1920,1220,700
"1307","Park","Alternative",35,38,1330,1066,264
"1308","Park","Alternative",40,24,960,968,-8
"1309","Park","Alternative",32,60,1920,1220,700
"1310","Park","Alternative",40,30,1200,1010,190
"1311","Park","Alternative",32,66,2112,1262,850
"1312","Park","Alternative",35,42,1470,1094,376
"1313","Park","Alternative",32,68,2176,1276,900
"1314","Park","Alternative",32,52,1664,1164,500
"1315","Park","Alternative",35,43,1505,1101,404
"1316","Park","Alternative",35,37,1295,1059,236
"1317","Park","Alternative",32,60,1920,1220,700
"1318","Park","Alternative",40,36,1440,1052,388
"1319","Park","Alternative",35,50,1750,1150,600
"1320","Park","Alternative",40,30,1200,1010,190
"1321","Park","Alternative",32,54,1728,1178,550
"1322","Park","Alternative",32,52,1664,1164,500
"1323","Park","Alternative",32,60,1920,1220,700
"1324","Park","Alternative",32,58,1856,1206,650
"1325","Park","Alternative",35,34,1190,1038,152
"1326","Park","Alternative",40,19,760,933,-173
"1327","Park","Alternative",40,30,1200,1010,190
"1328","Park","Alternative",32,60,1920,1220,700
"1329","Park","Alternative",35,46,1610,1122,488
"1330","Park","Alternative",32,57,1824,1199,625
"1331","Park","Alternative",35,40,1400,1080,320
"1332","Park","Alternative",32,63,2016,1241,775
"1333","Park","Alternative",32,54,1728,1178,550
"1334","Park","Alternative",40,30,1200,1010,190
"1335","Park","Alternative",40,38,1520,1066,454
"1336","Park","Alternative",35,34,1190,1038,152
"1337","Park","Alternative",40,37,1480,1059,421
"1338","Park","Alternative",35,42,1470,1094,376
"1339","Park","Alternative",40,34,1360,1038,322
"1340","Park","Alternative",40,38,1520,1066,454
"1341","Park","Alternative",32,56,1792,1192,600
"1342","Park","Alternative",40,36,1440,1052,388
"1343","Park","Alternative",40,31,1240,1017,223
"1344","Park","Alternative",32,58,1856,1206,650
"1345","Park","Alternative",35,38,1330,1066,264
"1346","Park","Alternative",32,68,2176,1276,900
"1347","Park","Alternative",40,32,1280,1024,256
"1348","Park","Alternative",40,38,1520,1066,454
"1349","Park","Alternative",35,33,1155,1031,124
"1350","Park","Alternative",35,46,1610,1122,488
"1351","Park","Alternative",35,48,1680,1136,544
"1352","Park","Alternative",35,44,1540,1108,432
"1353","Park","Alternative",35,48,1680,1136,544
"1354","Park","Alternative",40,30,1200,1010,190
"1355","Park","Alternative",40,36,1440,1052,388
"1356","Park","Alternative",32,64,2048,1248,800
"1357","Park","Alternative",35,47,1645,1129,516
"1358","Park","Alternative",40,46,1840,1122,718
"1359","Park","Alternative",32,66,2112,1262,850
"1360","Park","Alternative",32,56,1792,1192,600
"1361","Park","Alternative",35,44,1540,1108,432
"1362","Park","Alternative",40,30,1200,1010,190
"1363","Park","Alternative",32,53,1696,1171,525
"1364","Park","Alternative",40,37,1480,1059,421
"1365","Park","Alternative",35,38,1330,1066,264
"1366","Park","Alternative",35,56,1960,1192,768
"1367","Park","Alternative",32,60,1920,1220,700
"1368","Park","Alternative",32,54,1728,1178,550
"1369","Park","Alternative",32,62,1984,1234,750
"1370","Park","Alternative",35,40,1400,1080,320
"1371","Park","Alternative",32,70,2240,1290,950
"1372","Park","Alternative",35,47,1645,1129,516
"1373","Park","Alternative",35,55,1925,1185,740
"1374","Park","Alternative",40,29,1160,1003,157
"1375","Park","Alternative",40,32,1280,1024,256
"1376","Park","Alternative",40,38,1520,1066,454
"1377","Park","Alternative",35,47,1645,1129,516
"1378","Park","Alternative",35,44,1540,1108,432
"1379","Park","Alternative",40,35,1400,1045,355
"1380","Park","Alternative",32,57,1824,1199,625
"1381","Park","Alternative",35,33,1155,1031,124
"1382","Zoo","Alternative",35,4,140,828,-688
"1383","Zoo","Alternative",35,22,770,954,-184
"1384","CityHall","Alternative",32,33,1056,1031,25
"1385","Zoo","Alternative",32,40,1280,1080,200
"1386","Park","Alternative",32,34,1088,1038,50
"1387","Park","Alternative",32,44,1408,1108,300
"1388","CityHall","Alternative",35,20,700,940,-240
"1389","Park","Alternative",35,31,1085,1017,68
"1390","Park","Alternative",32,38,1216,1066,150
"1391","CityHall","Alternative",35,34,1190,1038,152
"1392","CityHall","Alternative",35,9,315,863,-548
"1393","Zoo","Alternative",32,38,1216,1066,150
"1394","CityHall","Alternative",32,8,256,856,-600
"1395","CityHall","Alternative",32,50,1600,1150,450
"1396","Park","Alternative",35,34,1190,1038,152
"1397","Zoo","Alternative",32,6,192,842,-650
"1398","Park","Alternative",32,40,1280,1080,200
"1399","Zoo","Alternative",32,14,448,898,-450
"1400","CityHall","Alternative",32,44,1408,1108,300
"1401","Zoo","Alternative",35,6,210,842,-632
"1402","CityHall","Alternative",35,25,875,975,-100
"1403","Park","Alternative",35,20,700,940,-240
"1404","Zoo","Alternative",35,31,1085,1017,68
"1405","Business","HipHop",32,34,1088,1038,50
"1406","Business","HipHop",35,24,840,968,-128
"1407","Business","HipHop",32,38,1216,1066,150
"1408","Business","HipHop",32,33,1056,1031,25
"1409","Business","HipHop",35,26,910,982,-72
"1410","Business","HipHop",32,34,1088,1038,50
"1411","Business","HipHop",35,29,1015,1003,12
"1412","Business","HipHop",35,18,630,926,-296
"1413","Park","Alternative",40,32,1280,1024,256
"1414","Park","Alternative",40,35,1400,1045,355
"1415","Park","Alternative",32,54,1728,1178,550
"1416","Park","Alternative",35,46,1610,1122,488
"1417","Park","Alternative",32,66,2112,1262,850
"1418","Park","Alternative",32,63,2016,1241,775
"1419","Park","Alternative",40,34,1360,1038,322
"1420","Park","Alternative",35,40,1400,1080,320
"1421","Park","Alternative",40,36,1440,1052,388
"1422","Park","Alternative",40,37,1480,1059,421
"1423","Park","Alternative",40,28,1120,996,124
"1424","Park","Alternative",32,64,2048,1248,800
"1425","Park","Alternative",40,28,1120,996,124
"1426","Park","Alternative",35,44,1540,1108,432
"1427","Park","Alternative",35,39,1365,1073,292
"1428","Park","Alternative",35,44,1540,1108,432
"1429","Park","Alternative",35,32,1120,1024,96
"1430","Park","Alternative",32,58,1856,1206,650
"1431","Park","Alternative",35,36,1260,1052,208
"1432","Park","Alternative",40,24,960,968,-8
"1433","Park","Alternative",32,54,1728,1178,550
"1434","Park","Alternative",35,38,1330,1066,264
"1435","Park","Alternative",40,22,880,954,-74
"1436","Park","Alternative",32,52,1664,1164,500
"1437","Park","Alternative",40,34,1360,1038,322
"1438","Park","Alternative",35,44,1540,1108,432
"1439","Park","Alternative",32,68,2176,1276,900
"1440","Park","Alternative",32,50,1600,1150,450
"1441","Park","Alternative",32,52,1664,1164,500
"1442","Park","Alternative",35,36,1260,1052,208
"1443","Park","Alternative",40,39,1560,1073,487
"1444","Park","Alternative",35,49,1715,1143,572
"1445","Park","Alternative",35,52,1820,1164,656
"1446","Park","Alternative",40,39,1560,1073,487
"1447","Park","Alternative",35,55,1925,1185,740
"1448","Park","Alternative",32,79,2528,1353,1175
"1449","Park","Alternative",32,72,2304,1304,1000
"1450","Park","Alternative",35,57,1995,1199,796
"1451","Park","Alternative",40,42,1680,1094,586
"1452","Park","Alternative",40,42,1680,1094,586
"1453","Park","Alternative",40,33,1320,1031,289
"1454","Park","Alternative",35,41,1435,1087,348
"1455","Park","Alternative",35,44,1540,1108,432
"1456","Park","Alternative",40,36,1440,1052,388
"1457","Park","Alternative",40,38,1520,1066,454
"1458","Park","Alternative",32,66,2112,1262,850
"1459","Park","Alternative",32,66,2112,1262,850
"1460","Park","Alternative",35,42,1470,1094,376
"1461","Park","Alternative",35,52,1820,1164,656
"1462","Park","Alternative",32,74,2368,1318,1050
"1463","Park","Alternative",35,48,1680,1136,544
"1464","Park","Alternative",40,36,1440,1052,388
"1465","Park","Alternative",32,67,2144,1269,875
"1466","Park","Alternative",40,40,1600,1080,520
"1467","Park","Alternative",32,66,2112,1262,850
"1468","Park","Alternative",32,64,2048,1248,800
"1469","Park","Alternative",40,45,1800,1115,685
"1470","Park","Alternative",32,75,2400,1325,1075
"1471","Park","Alternative",35,57,1995,1199,796
"1472","Park","Alternative",32,62,1984,1234,750
"1473","Park","Alternative",40,14,560,898,-338
"1474","Park","Alternative",32,66,2112,1262,850
"1475","Park","Alternative",40,22,880,954,-74
"1476","Park","Alternative",35,42,1470,1094,376
"1477","Park","Alternative",40,21,840,947,-107
"1478","Park","Alternative",40,28,1120,996,124
"1479","Park","Alternative",35,36,1260,1052,208
"1480","Park","Alternative",32,60,1920,1220,700
"1481","Park","Alternative",32,32,1024,1024,0
"1482","Park","Alternative",40,32,1280,1024,256
"1483","Park","Alternative",40,24,960,968,-8
"1484","Park","Alternative",32,60,1920,1220,700
"1485","Park","Alternative",40,32,1280,1024,256
"1486","Park","Alternative",35,50,1750,1150,600
"1487","Park","Alternative",32,37,1184,1059,125
"1488","Park","Alternative",40,32,1280,1024,256
"1489","Park","Alternative",40,32,1280,1024,256
"1490","Park","Alternative",32,42,1344,1094,250
"1491","Park","Alternative",35,49,1715,1143,572
"1492","Park","Alternative",40,18,720,926,-206
"1493","Park","Alternative",32,66,2112,1262,850
"1494","Park","Alternative",32,41,1312,1087,225
"1495","Park","Alternative",32,64,2048,1248,800
"1496","Park","Alternative",40,38,1520,1066,454
"1497","Park","Alternative",32,36,1152,1052,100
"1498","Park","Alternative",35,50,1750,1150,600
"1499","Park","Alternative",35,28,980,996,-16
"1500","Park","Alternative",40,41,1640,1087,553
"1501","Park","Alternative",32,28,896,996,-100
"1502","Park","Alternative",32,65,2080,1255,825
"1503","Park","Alternative",35,24,840,968,-128
"1504","Park","Alternative",32,68,2176,1276,900
"1505","Park","Alternative",35,20,700,940,-240
"1506","Park","Alternative",32,66,2112,1262,850
"1507","Park","Alternative",40,21,840,947,-107
"1508","Park","Alternative",40,48,1920,1136,784
"1509","Park","Alternative",35,22,770,954,-184
"1510","Park","Alternative",35,42,1470,1094,376
"1511","Park","Alternative",32,38,1216,1066,150
"1512","Park","Alternative",40,40,1600,1080,520
"1513","Park","Alternative",40,20,800,940,-140
"1514","Park","Alternative",32,22,704,954,-250
"1515","Park","Alternative",35,48,1680,1136,544
"1516","Park","Alternative",40,28,1120,996,124
"1517","Park","Alternative",32,66,2112,1262,850
"1518","Park","Alternative",32,37,1184,1059,125
"1519","Park","Alternative",35,56,1960,1192,768
"1520","Park","Alternative",35,26,910,982,-72
"1521","Park","Alternative",35,22,770,954,-184
"1522","Park","Alternative",32,64,2048,1248,800
"1523","Park","Alternative",35,26,910,982,-72
"1524","Park","Alternative",35,56,1960,1192,768
"1525","Park","Alternative",32,34,1088,1038,50
"1526","Park","Alternative",35,54,1890,1178,712
"1527","Park","Alternative",35,34,1190,1038,152
"1528","Park","Alternative",40,39,1560,1073,487
"1529","Park","Alternative",40,26,1040,982,58
"1530","Park","Alternative",40,46,1840,1122,718
"1531","Park","Alternative",35,28,980,996,-16
"1532","Park","Alternative",35,48,1680,1136,544
"1533","Park","Alternative",40,29,1160,1003,157
"1534","Park","Alternative",32,74,2368,1318,1050
"1535","Park","Alternative",40,36,1440,1052,388
"1536","Park","Alternative",32,62,1984,1234,750
"1537","Park","Alternative",35,52,1820,1164,656
"1538","Park","Alternative",35,47,1645,1129,516
"1539","Park","Alternative",32,74,2368,1318,1050
"1540","Park","Alternative",40,38,1520,1066,454
"1541","Park","Alternative",35,52,1820,1164,656
"1542","Park","Alternative",40,35,1400,1045,355
"1543","Park","Alternative",35,54,1890,1178,712
"1544","Park","Alternative",40,31,1240,1017,223
"1545","Park","Alternative",35,52,1820,1164,656
"1546","Park","Alternative",40,35,1400,1045,355
"1547","Park","Alternative",35,48,1680,1136,544
"1548","Park","Alternative",32,66,2112,1262,850
"1549","Park","Alternative",40,20,800,940,-140
"1550","Park","Alternative",40,32,1280,1024,256
"1551","Park","Alternative",32,63,2016,1241,775
"1552","Park","Alternative",32,75,2400,1325,1075
"1553","Park","Alternative",32,65,2080,1255,825
"1554","Park","Alternative",35,53,1855,1171,684
"1555","Park","Alternative",40,37,1480,1059,421
"1556","Park","Alternative",32,75,2400,1325,1075
"1557","Park","Alternative",35,52,1820,1164,656
"1558","Park","Alternative",35,46,1610,1122,488
"1559","Park","Alternative",32,72,2304,1304,1000
"1560","Park","Alternative",35,46,1610,1122,488
"1561","Park","Alternative",32,70,2240,1290,950
"1562","Park","Alternative",40,28,1120,996,124
"1563","Park","Alternative",32,68,2176,1276,900
"1564","Park","Alternative",32,76,2432,1332,1100
"1565","Park","Alternative",40,32,1280,1024,256
"1566","Park","Alternative",35,52,1820,1164,656
"1567","Park","Alternative",32,63,2016,1241,775
"1568","Park","Alternative",40,25,1000,975,25
"1569","Park","Alternative",40,30,1200,1010,190
"1570","Park","Alternative",40,30,1200,1010,190
"1571","Park","Alternative",35,40,1400,1080,320
"1572","Park","Alternative",32,69,2208,1283,925
"1573","Park","Alternative",32,70,2240,1290,950
"1574","Park","Alternative",40,38,1520,1066,454
"1575","Park","Alternative",40,30,1200,1010,190
"1576","Park","Alternative",40,34,1360,1038,322
"1577","Park","Alternative",40,31,1240,1017,223
"1578","Park","Alternative",35,39,1365,1073,292
"1579","Park","Alternative",32,70,2240,1290,950
"1580","Park","Alternative",40,34,1360,1038,322
"1581","Park","Alternative",35,41,1435,1087,348
"1582","Park","Alternative",32,71,2272,1297,975
"1583","Park","Alternative",32,76,2432,1332,1100
"1584","Park","Alternative",35,44,1540,1108,432
"1585","Park","Alternative",32,68,2176,1276,900
"1586","Park","Alternative",32,72,2304,1304,1000
"1587","Park","Alternative",35,50,1750,1150,600
"1588","Park","Alternative",40,35,1400,1045,355
"1589","Park","Alternative",35,50,1750,1150,600
"1590","Park","Alternative",35,42,1470,1094,376
"1591","Park","Alternative",35,52,1820,1164,656
"1592","Park","Alternative",35,46,1610,1122,488
"1593","Park","Alternative",35,54,1890,1178,712
"1594","Park","Alternative",35,52,1820,1164,656
"1595","Park","Alternative",32,71,2272,1297,975
"1596","Park","Alternative",40,40,1600,1080,520
"1597","Park","Alternative",40,34,1360,1038,322
"1598","Park","Alternative",40,32,1280,1024,256
"1599","Park","Alternative",40,30,1200,1010,190
"1600","Park","Alternative",32,74,2368,1318,1050
"1601","Park","Alternative",32,68,2176,1276,900
"1602","Park","Alternative",35,44,1540,1108,432
"1603","Park","Alternative",32,68,2176,1276,900
"1604","Park","Alternative",35,52,1820,1164,656
"1605","Park","Alternative",35,54,1890,1178,712
"1606","Park","Alternative",40,28,1120,996,124
"1607","Park","Alternative",35,46,1610,1122,488
"1608","Park","Alternative",35,38,1330,1066,264
"1609","Park","Alternative",32,66,2112,1262,850
"1610","Park","Alternative",40,34,1360,1038,322
"1611","Park","Alternative",40,26,1040,982,58
"1612","Park","Alternative",32,64,2048,1248,800
"1613","Park","Alternative",35,53,1855,1171,684
"1614","Park","Alternative",40,36,1440,1052,388
"1615","Park","Alternative",32,74,2368,1318,1050
"1616","Park","Alternative",35,46,1610,1122,488
"1617","Park","Alternative",40,36,1440,1052,388
"1618","Park","Alternative",32,68,2176,1276,900
"1619","Park","Alternative",32,72,2304,1304,1000
"1620","Park","Alternative",40,28,1120,996,124
"1621","Park","Alternative",32,70,2240,1290,950
"1622","Park","Alternative",35,48,1680,1136,544
"1623","Park","Alternative",40,38,1520,1066,454
"1624","Park","Alternative",40,32,1280,1024,256
"1625","Park","Alternative",35,42,1470,1094,376
"1626","Park","Alternative",32,78,2496,1346,1150
"1627","Park","Alternative",35,41,1435,1087,348
"1628","Park","Alternative",32,76,2432,1332,1100
"1629","Park","Alternative",32,62,1984,1234,750
"1630","Park","Alternative",35,48,1680,1136,544
"1631","Park","Alternative",35,54,1890,1178,712
"1632","Park","Alternative",35,46,1610,1122,488
"1633","Park","Alternative",35,45,1575,1115,460
"1634","Park","Alternative",35,48,1680,1136,544
"1635","Park","Alternative",40,41,1640,1087,553
"1636","Park","Alternative",32,63,2016,1241,775
"1637","Park","Alternative",40,28,1120,996,124
"1638","Park","Alternative",40,33,1320,1031,289
"1639","Park","Alternative",32,70,2240,1290,950
"1640","Park","Alternative",32,73,2336,1311,1025
"1641","Park","Alternative",32,79,2528,1353,1175
"1642","Park","Alternative",40,27,1080,989,91
"1643","Park","Alternative",40,34,1360,1038,322
"1644","Park","Alternative",40,23,920,961,-41
"1645","Park","Alternative",35,40,1400,1080,320
"1646","Park","Alternative",40,36,1440,1052,388
"1647","Park","Alternative",35,54,1890,1178,712
"1648","Park","Alternative",35,50,1750,1150,600
"1649","Park","Alternative",32,67,2144,1269,875
"1650","Park","Alternative",32,68,2176,1276,900
"1651","Park","Alternative",32,72,2304,1304,1000
"1652","Park","Alternative",40,28,1120,996,124
"1653","Park","Alternative",40,22,880,954,-74
"1654","Park","Alternative",32,70,2240,1290,950
"1655","Park","Alternative",40,33,1320,1031,289
"1656","Park","Alternative",35,40,1400,1080,320
"1657","Park","Alternative",35,52,1820,1164,656
"1658","Park","Alternative",35,60,2100,1220,880
"1659","Park","Alternative",32,70,2240,1290,950
"1660","Park","Alternative",32,66,2112,1262,850
"1661","Park","Alternative",32,64,2048,1248,800
"1662","Park","Alternative",32,78,2496,1346,1150
"1663","Park","Alternative",32,78,2496,1346,1150
"1664","Park","Alternative",35,48,1680,1136,544
"1665","Park","Alternative",40,43,1720,1101,619
"1666","Park","Alternative",35,56,1960,1192,768
"1667","Park","Alternative",40,33,1320,1031,289
"1668","Park","Alternative",40,24,960,968,-8
"1669","Park","Alternative",32,72,2304,1304,1000
"1670","Park","Alternative",35,45,1575,1115,460
"1671","Park","Alternative",40,26,1040,982,58
"1672","Park","Alternative",40,32,1280,1024,256
"1673","Park","Alternative",32,70,2240,1290,950
"1674","Park","Alternative",40,27,1080,989,91
"1675","Park","Alternative",32,76,2432,1332,1100
"1676","Park","Alternative",35,56,1960,1192,768
"1677","Park","Alternative",40,42,1680,1094,586
"1678","Park","Alternative",35,58,2030,1206,824
"1679","Park","Alternative",35,56,1960,1192,768
"1680","Park","Alternative",35,56,1960,1192,768
"1681","Park","Alternative",32,62,1984,1234,750
"1682","Park","Alternative",40,38,1520,1066,454
"1683","Park","Alternative",40,26,1040,982,58
"1684","Park","Alternative",35,46,1610,1122,488
"1685","Park","Alternative",40,26,1040,982,58
"1686","Park","Alternative",32,66,2112,1262,850
"1687","Park","Alternative",32,73,2336,1311,1025
"1688","Park","Alternative",35,51,1785,1157,628
"1689","Park","Alternative",35,48,1680,1136,544
"1690","Park","Alternative",40,26,1040,982,58
"1691","Park","Alternative",35,55,1925,1185,740
"1692","Park","Alternative",40,28,1120,996,124
"1693","Park","Alternative",35,47,1645,1129,516
"1694","Park","Alternative",32,78,2496,1346,1150
"1695","Park","Alternative",32,64,2048,1248,800
"1696","Park","Alternative",40,26,1040,982,58
"1697","Park","Alternative",40,34,1360,1038,322
"1698","Park","Alternative",40,30,1200,1010,190
"1699","Park","Alternative",35,50,1750,1150,600
"1700","Park","Alternative",32,72,2304,1304,1000
"1701","Park","Alternative",32,74,2368,1318,1050
"1702","Park","Alternative",32,76,2432,1332,1100
"1703","Park","Alternative",40,26,1040,982,58
"1704","Park","Alternative",35,48,1680,1136,544
"1705","Park","Alternative",32,75,2400,1325,1075
"1706","Park","Alternative",40,30,1200,1010,190
"1707","Park","Alternative",35,44,1540,1108,432
"1708","Park","Alternative",32,72,2304,1304,1000
"1709","Park","Alternative",32,66,2112,1262,850
"1710","Park","Alternative",35,46,1610,1122,488
"1711","Park","Alternative",40,32,1280,1024,256
"1712","Park","Alternative",35,58,2030,1206,824
"1713","Park","Alternative",40,36,1440,1052,388
"1714","Park","Alternative",35,38,1330,1066,264
"1715","Park","Alternative",40,42,1680,1094,586
"1716","Park","Alternative",35,42,1470,1094,376
"1717","Park","Alternative",35,48,1680,1136,544
"1718","Park","Alternative",35,54,1890,1178,712
"1719","Park","Alternative",32,68,2176,1276,900
"1720","Park","Alternative",40,39,1560,1073,487
"1721","Park","Alternative",40,23,920,961,-41
"1722","Park","Alternative",35,38,1330,1066,264
"1723","Park","Alternative",35,48,1680,1136,544
"1724","Park","Alternative",35,48,1680,1136,544
"1725","Park","Alternative",32,72,2304,1304,1000
"1726","Park","Alternative",32,77,2464,1339,1125
"1727","Park","Alternative",32,74,2368,1318,1050
"1728","Park","Alternative",32,78,2496,1346,1150
"1729","Park","Alternative",40,38,1520,1066,454
"1730","Park","Alternative",32,60,1920,1220,700
"1731","Park","Alternative",40,22,880,954,-74
"1732","Park","Alternative",35,44,1540,1108,432
"1733","Park","Alternative",40,30,1200,1010,190
"1734","Park","Alternative",32,78,2496,1346,1150
"1735","Park","Alternative",32,68,2176,1276,900
"1736","Park","Alternative",40,31,1240,1017,223
"1737","Park","Alternative",35,39,1365,1073,292
"1738","Park","Alternative",40,38,1520,1066,454
"1739","Park","Alternative",32,64,2048,1248,800
"1740","Park","Alternative",32,64,2048,1248,800
"1741","Park","Alternative",40,28,1120,996,124
"1742","Park","Alternative",35,33,1155,1031,124
"1743","Park","Alternative",35,51,1785,1157,628
"1744","Park","Alternative",40,30,1200,1010,190
"1745","Park","Alternative",40,33,1320,1031,289
"1746","Park","Alternative",32,71,2272,1297,975
"1747","Park","Alternative",35,46,1610,1122,488
"1748","Park","Alternative",32,64,2048,1248,800
"1749","Park","Alternative",32,70,2240,1290,950
"1750","Park","Alternative",35,50,1750,1150,600
"1751","Park","Alternative",35,57,1995,1199,796
"1752","Park","Alternative",35,50,1750,1150,600
"1753","Park","Alternative",40,27,1080,989,91
"1754","Park","Alternative",40,26,1040,982,58
"1755","Park","Alternative",40,33,1320,1031,289
"1756","Park","Alternative",40,27,1080,989,91
"1757","Park","Alternative",35,44,1540,1108,432
"1758","Park","Alternative",32,75,2400,1325,1075
"1759","Park","Alternative",35,44,1540,1108,432
"1760","Park","Alternative",40,26,1040,982,58
"1761","Park","Alternative",40,35,1400,1045,355
"1762","Park","Alternative",35,54,1890,1178,712
"1763","Park","Alternative",32,72,2304,1304,1000
"1764","Park","Alternative",32,74,2368,1318,1050
"1765","Park","Alternative",40,36,1440,1052,388
"1766","Park","Alternative",32,72,2304,1304,1000
"1767","Park","Alternative",32,58,1856,1206,650
"1768","Park","Alternative",35,47,1645,1129,516
"1769","Park","Alternative",40,35,1400,1045,355
"1770","Park","Alternative",32,64,2048,1248,800
"1771","Park","Alternative",32,75,2400,1325,1075
"1772","Park","Alternative",35,52,1820,1164,656
"1773","Park","Alternative",35,46,1610,1122,488
"1774","Park","Alternative",35,50,1750,1150,600
"1775","Park","Alternative",32,66,2112,1262,850
"1776","Park","Alternative",32,63,2016,1241,775
"1777","Park","Alternative",40,44,1760,1108,652
"1778","Park","Alternative",32,74,2368,1318,1050
"1779","Park","Alternative",35,42,1470,1094,376
"1780","Park","Alternative",35,49,1715,1143,572
"1781","Park","Alternative",35,54,1890,1178,712
"1782","Park","Alternative",40,40,1600,1080,520
"1783","Park","Alternative",32,73,2336,1311,1025
"1784","Park","Alternative",40,32,1280,1024,256
"1785","Park","Alternative",40,31,1240,1017,223
